Slip Angle,Lateral Force,Normal Force
-0.025,815.83,-856.41
-0.026,844.08,-858.67
-0.027,871.02,-861.84
-0.027,897.3,-864.81
-0.028,921.42,-867.39
-0.029,941.51,-871.84
-0.029,955.87,-867.72
-0.03,967.59,-868.32
-0.03,977.94,-864.11
-0.031,988.22,-860.66
-0.032,1000.72,-856.05
-0.032,1017.92,-856.8
-0.033,1035.25,-856.7
-0.034,1057.38,-861.56
-0.034,1077.49,-865.83
-0.035,1096.74,-867.17
-0.035,1111.11,-869.41
-0.036,1122.89,-867.5
-0.037,1132.57,-864.64
-0.038,1139.53,-863.82
-0.038,1149.03,-856.75
-0.039,1156.74,-853.09
-0.04,1171.91,-850.77
-0.041,1188.5,-851.77
-0.041,1209.24,-854.08
-0.042,1231.27,-856.4
-0.043,1252.73,-860.44
-0.044,1269.93,-859.86
-0.044,1285.04,-861.04
-0.045,1293.93,-860.51
-0.046,1299.4,-857.92
-0.046,1304.35,-855.46
-0.047,1309.77,-850.22
-0.048,1318.87,-848.13
-0.048,1332.01,-849.25
-0.049,1349.2,-852.55
-0.05,1373.34,-855.8
-0.05,1392.69,-855.09
-0.051,1411.33,-859.94
-0.052,1424.46,-859.39
-0.052,1431.34,-860.23
-0.053,1435.52,-859.05
-0.054,1434.76,-854.42
-0.054,1434.7,-852.98
-0.055,1440.3,-849.03
-0.056,1450.56,-849.19
-0.057,1465.05,-850.73
-0.057,1486.52,-853.87
-0.058,1510.66,-857.67
-0.059,1529.32,-857.27
-0.059,1543.74,-860.45
-0.06,1551.31,-856.8
-0.061,1554.13,-857.76
-0.062,1550.58,-855.53
-0.062,1547.9,-854.98
-0.063,1549.24,-852.12
-0.064,1556.11,-849.67
-0.064,1571.39,-852.09
-0.065,1592.67,-854.97
-0.066,1614.88,-857.09
-0.067,1635.52,-857.8
-0.067,1650.76,-859.38
-0.068,1656.16,-858.06
-0.069,1656.11,-858.76
-0.069,1651.97,-859.16
-0.07,1645,-855.01
-0.071,1643.68,-854.66
-0.071,1647.87,-850.99
-0.072,1660.31,-851.83
-0.073,1680.34,-852.41
-0.073,1703.21,-854.99
-0.074,1723.2,-854.43
-0.075,1737.53,-858.17
-0.075,1743.75,-860.56
-0.076,1742.45,-862.68
-0.077,1737.64,-859.02
-0.078,1729.11,-856.19
-0.078,1724.4,-854.88
-0.079,1726.48,-850.84
-0.08,1736.83,-851.1
-0.08,1754.21,-854.14
-0.081,1774.86,-855.47
-0.082,1794.87,-857.57
-0.082,1809.33,-857.11
-0.083,1817.58,-859.33
-0.084,1816.04,-860.2
-0.085,1811.39,-860.68
-0.085,1804.34,-857.82
-0.086,1798.12,-858.15
-0.087,1797.57,-856.05
-0.087,1803.76,-855.24
-0.088,1818.9,-854.5
-0.089,1838.33,-854.69
-0.089,1857.59,-857.16
-0.09,1872.06,-857.02
-0.091,1879.69,-858.76
-0.092,1880.24,-861.1
-0.092,1874.07,-864.57
-0.093,1867.06,-862.13
-0.094,1860.87,-860.23
-0.094,1855.47,-857
-0.095,1856.72,-854.95
-0.096,1866.54,-857.63
-0.097,1882.42,-854.01
-0.097,1903.24,-853.92
-0.098,1921.15,-856.5
-0.099,1931.41,-855.55
-0.1,1934.79,-857.06
-0.1,1928.63,-856.42
-0.101,1920.27,-857.38
-0.102,1909.87,-855.69
-0.102,1902.24,-853.08
-0.103,1901.69,-853.89
-0.104,1910.6,-852.69
-0.104,1926.36,-853.53
-0.105,1947.9,-855.8
-0.106,1965.94,-856.45
-0.106,1979.02,-856.2
-0.107,1983.87,-857.67
-0.108,1979.61,-860.21
-0.108,1970.75,-861.63
-0.109,1961.7,-859.49
-0.11,1951.86,-859.01
-0.11,1949.19,-853.85
-0.111,1955.44,-855.24
-0.112,1969.83,-854.69
-0.113,1990.02,-856.41
-0.113,2009.38,-857.93
-0.114,2023.87,-858.31
-0.115,2029.99,-859.19
-0.115,2026.56,-861.68
-0.116,2017.48,-861.27
-0.117,2007.84,-860.81
-0.117,1997.44,-857.81
-0.118,1991.4,-857.93
-0.119,1996.19,-856.92
-0.119,2006.5,-856.31
-0.12,2026.5,-858.04
-0.121,2043.81,-857.74
-0.122,2059,-858.84
-0.122,2064.53,-858.12
-0.123,2062.46,-860.33
-0.124,2055.47,-863.08
-0.124,2044.31,-859.38
-0.125,2032.58,-860.34
-0.126,2025.11,-858.64
-0.127,2025.78,-855.25
-0.127,2034.15,-855.73
-0.128,2050.68,-856.82
-0.129,2070.05,-857.82
-0.129,2085.19,-858.74
-0.13,2093.44,-859.64
-0.131,2092.78,-860.91
-0.131,2085.2,-861.21
-0.132,2076.26,-862.74
-0.133,2065.08,-859.12
-0.134,2054.78,-858.66
-0.134,2049.26,-854.99
-0.135,2054.12,-856.52
-0.136,2065.11,-856.67
-0.136,2081.64,-859.07
-0.137,2098.24,-860.56
-0.138,2109.28,-861.17
-0.138,2111.49,-863.94
-0.139,2111.25,-862.26
-0.14,2102.32,-862.88
-0.141,2090.58,-863.19
-0.141,2076.76,-860.45
-0.142,2067.19,-860.96
-0.143,2066.39,-855.97
-0.143,2073.23,-859.24
-0.144,2091.95,-860.86
-0.145,2110.63,-862.47
-0.145,2123.75,-865.49
-0.146,2131.33,-863.33
-0.147,2129.27,-865.61
-0.147,2120.92,-864.75
-0.148,2109.25,-863.78
-0.149,2097.62,-864.99
-0.149,2084.98,-863.83
-0.15,2079.54,-862.34
-0.151,2083.63,-861.28
-0.152,2096.11,-862.56
-0.152,2114.06,-864.58
-0.153,2127.14,-866.18
-0.154,2136.29,-870.47
-0.155,2136.15,-870.33
-0.155,2130.62,-871.78
-0.156,2122.3,-869.71
-0.157,2110.41,-869.9
-0.157,2098.07,-864.61
-0.158,2089.1,-862.63
-0.159,2086.43,-862.95
-0.159,2096.03,-862.26
-0.16,2112.58,-862.83
-0.161,2130.57,-861.86
-0.162,2143.76,-867.18
-0.162,2150.7,-869.38
-0.163,2147.69,-867.77
-0.163,2139.42,-869.1
-0.164,2127.74,-868.55
-0.165,2114.52,-865.54
-0.166,2102.93,-864.57
-0.166,2099.5,-863.47
-0.167,2104.37,-863.37
-0.168,2120.87,-863.86
-0.169,2136.1,-865.31
-0.169,2149.93,-868.57
-0.17,2155.5,-870.29
-0.171,2154.6,-869.15
-0.171,2151.17,-871.08
-0.172,2141.57,-869.96
-0.173,2131.82,-870.6
-0.173,2120.14,-867.18
-0.174,2112.55,-863.7
-0.175,2111.82,-864.56
-0.175,2120.92,-866.09
-0.176,2135.43,-868.71
-0.177,2148.52,-869.06
-0.177,2157.48,-870.17
-0.178,2159.49,-871.12
-0.179,2156.11,-871.1
-0.18,2148.49,-869.91
-0.18,2137.34,-868.41
-0.181,2123.55,-866.03
-0.182,2113.91,-864.87
-0.182,2109.78,-865.04
-0.183,2114.54,-865.78
-0.184,2127.1,-866.93
-0.184,2141.58,-868.03
-0.185,2151.97,-874.26
-0.186,2159.57,-871.2
-0.187,2158.82,-871.12
-0.187,2153.25,-871.63
-0.188,2143.63,-871.14
-0.188,2131.28,-870.51
-0.189,2117.38,-865.85
-0.19,2109.12,-866.5
-0.191,2111.21,-867.24
-0.191,2120.09,-868.31
-0.192,2133.3,-869.58
-0.193,2147.75,-870.66
-0.194,2155.45,-873.84
-0.194,2158.18,-874.04
-0.195,2153.38,-872.74
-0.195,2145.64,-872.09
-0.196,2132.54,-871.3
-0.197,2120.81,-871.25
-0.198,2109.13,-870.12
-0.198,2104.2,-868.02
-0.199,2110.53,-869.75
-0.2,2122.28,-870.88
-0.201,2136.69,-871.07
-0.201,2148.5,-870.88
-0.202,2154.01,-872.64
-0.202,2152.53,-875.57
-0.203,2146.41,-877.87
-0.204,2134.59,-878.04
-0.204,2122.2,-879.28
-0.205,2109.66,-878.04
-0.205,2101.46,-879.28
-0.205,2104.9,-874.83
-0.205,2117.25,-873.88
-0.205,2136.6,-875.79
-0.205,2155.17,-877.37
-0.213,2171.83,-879.96
-0.213,2165.5,-883.38
-0.213,2152.41,-887.19
-0.213,2134.47,-885.36
-0.212,2117.77,-886.15
-0.212,2108.2,-884.73
-0.212,2108.27,-883.58
-0.212,2117.98,-880.14
-0.212,2134.61,-879.88
-0.212,2149.79,-879.18
-0.212,2158.84,-879.5
-0.212,2160.95,-884.04
-0.212,2157.42,-882.25
-0.212,2150.41,-887.46
-0.212,2140.06,-884.86
-0.211,2128.26,-884.08
-0.212,2120.76,-882.11
-0.212,2115.18,-877.76
-0.212,2119.42,-877.46
-0.211,2130.41,-876.6
-0.211,2143.49,-879.65
-0.211,2153.76,-884.02
-0.21,2160.07,-884.96
-0.209,2158.52,-886.3
-0.209,2153.77,-887.09
-0.208,2145.39,-885.11
-0.207,2134.35,-881.86
-0.206,2125.45,-879.27
-0.205,2119.37,-877.96
-0.204,2119.32,-877.03
-0.203,2127,-876.85
-0.202,2138.14,-878.35
-0.201,2150.58,-878
-0.201,2157.47,-882.29
-0.2,2157.36,-880.27
-0.199,2152.61,-882.21
-0.199,2144.31,-884.12
-0.198,2133.89,-882.31
-0.198,2122.16,-878.97
-0.197,2113.15,-877.1
-0.196,2109.85,-873.92
-0.195,2114.69,-873.79
-0.195,2127.14,-874.66
-0.195,2139.61,-874.89
-0.194,2149.19,-877.26
-0.194,2152.6,-877.72
-0.193,2150.51,-881.12
-0.192,2143.59,-882.33
-0.192,2135.2,-881.57
-0.191,2126.84,-877.21
-0.19,2118.65,-876.25
-0.19,2112.7,-873.23
-0.189,2111.15,-871.57
-0.188,2118.76,-872.68
-0.188,2129.13,-874.87
-0.187,2139.57,-879.04
-0.186,2146.44,-879.59
-0.185,2149.06,-880.76
-0.184,2149.11,-881.97
-0.183,2144.94,-880.95
-0.182,2135.95,-878.44
-0.182,2126.42,-874.44
-0.181,2118.17,-872.19
-0.18,2114.04,-870.66
-0.179,2115.41,-872.77
-0.179,2122.97,-875.38
-0.178,2133.38,-878.89
-0.178,2142.28,-880.62
-0.177,2147.13,-881.98
-0.176,2147.01,-881.19
-0.176,2147.74,-881.61
-0.175,2143.62,-879.39
-0.175,2133.91,-876.34
-0.174,2124.4,-878.42
-0.173,2115.35,-872.36
-0.173,2113.91,-872.61
-0.172,2117.32,-874.91
-0.171,2127.73,-879.73
-0.171,2136.69,-880.25
-0.17,2144.28,-886.16
-0.169,2149.16,-884.48
-0.168,2147.75,-883.82
-0.168,2142.98,-885.22
-0.167,2132.48,-880.19
-0.166,2120,-878.64
-0.165,2107.64,-876.26
-0.165,2098.01,-880.77
-0.164,2097.36,-880.24
-0.163,2104.23,-885.34
-0.162,2118.82,-885
-0.162,2133.28,-887.37
-0.161,2140.23,-884.33
-0.16,2142.19,-885.8
-0.16,2136.08,-884.4
-0.159,2126.97,-882.26
-0.158,2113.83,-880.83
-0.158,2102.21,-878.83
-0.157,2094.64,-880.74
-0.156,2095.86,-881.78
-0.156,2104.26,-882.42
-0.155,2118.75,-883.54
-0.155,2131.83,-885.24
-0.154,2141.63,-886.24
-0.153,2142.87,-886.61
-0.153,2136.78,-886.59
-0.152,2124.25,-888.41
-0.151,2111.1,-887.85
-0.15,2097.21,-882.6
-0.15,2086.24,-883.28
-0.149,2083.46,-883.15
-0.148,2091.14,-885.42
-0.147,2106.97,-888.01
-0.146,2123.64,-889.89
-0.146,2134.67,-890.19
-0.145,2136.75,-890.58
-0.144,2130.49,-891.59
-0.143,2117.29,-890.64
-0.143,2101.54,-889.1
-0.142,2084.85,-888.11
-0.141,2073.11,-886.47
-0.141,2067.59,-887.09
-0.14,2075.23,-886.87
-0.139,2087.62,-888.33
-0.139,2101.48,-889.13
-0.138,2111.87,-891.55
-0.138,2114.57,-890.64
-0.137,2109.74,-895.21
-0.136,2097.94,-894.32
-0.136,2083.39,-892.96
-0.135,2069.01,-892.37
-0.134,2055.9,-889.63
-0.134,2049,-886.68
-0.133,2048.3,-888.68
-0.132,2056.6,-887.79
-0.131,2067.72,-892.61
-0.131,2078.16,-893.8
-0.13,2081.51,-895.68
-0.129,2079.43,-895.71
-0.128,2070.47,-896.46
-0.128,2058.05,-896.17
-0.127,2043.53,-892.34
-0.126,2029.67,-890.98
-0.125,2018.63,-888.04
-0.125,2014.57,-888.78
-0.124,2018.03,-891.58
-0.124,2027,-893.86
-0.123,2037.38,-893.95
-0.122,2043.62,-896.73
-0.121,2042.8,-897.79
-0.121,2035.97,-898.02
-0.12,2022.04,-897.78
-0.12,2006.83,-896.05
-0.119,1992.35,-893.83
-0.118,1980.7,-890.36
-0.118,1974.49,-892.02
-0.117,1975.91,-893.98
-0.116,1982.18,-895.45
-0.115,1990.37,-896.57
-0.115,1998.71,-897.1
-0.114,1998.65,-899.28
-0.113,1993.13,-899.86
-0.112,1980.02,-900.56
-0.112,1964.12,-899.98
-0.111,1946.91,-896.12
-0.11,1932.4,-895.52
-0.11,1922.01,-891.71
-0.109,1920.69,-893.12
-0.108,1924.14,-896.43
-0.107,1932.36,-897.79
-0.107,1937.97,-899.83
-0.106,1939.31,-902.34
-0.106,1932.48,-902.8
-0.105,1922.2,-901.96
-0.104,1906.26,-898.36
-0.103,1891,-898.83
-0.103,1875.9,-895.77
-0.102,1865.48,-891.81
-0.101,1861.31,-890.55
-0.101,1864.21,-892.57
-0.1,1872.44,-895.15
-0.099,1880.78,-895.67
-0.099,1884.95,-898.79
-0.098,1882.81,-899.75
-0.097,1875.16,-899.86
-0.096,1858.66,-900.38
-0.096,1843.49,-895.02
-0.095,1827.45,-894.32
-0.094,1815.78,-892.62
-0.094,1809.64,-891.25
-0.093,1809.74,-893.03
-0.092,1814.53,-894.87
-0.092,1822.15,-894.05
-0.091,1826.95,-898.22
-0.09,1827.6,-898.16
-0.089,1819.99,-899.62
-0.089,1806.85,-900.66
-0.088,1792.34,-898.05
-0.087,1775.2,-893.97
-0.087,1759.96,-890.53
-0.086,1748.32,-888.67
-0.085,1745.55,-890.45
-0.085,1746.97,-892.43
-0.084,1753.17,-894.05
-0.083,1757.28,-896.66
-0.083,1758.74,-897.5
-0.082,1753.76,-895.8
-0.081,1742.77,-895.89
-0.08,1727.58,-893.49
-0.08,1709.6,-890.48
-0.079,1694.46,-888.25
-0.078,1682.05,-885.99
-0.078,1673.05,-886.45
-0.077,1671.67,-887.67
-0.076,1674.5,-891.41
-0.076,1676.6,-891.86
-0.075,1678.68,-893.98
-0.074,1674.58,-894.94
-0.074,1666.32,-894.26
-0.073,1650.44,-890.68
-0.072,1633.8,-890.12
-0.071,1615.84,-885.48
-0.071,1600.03,-883.18
-0.07,1590.43,-884.4
-0.069,1584.1,-883.8
-0.068,1584.19,-890.01
-0.068,1585.55,-890.05
-0.067,1587,-891.36
-0.066,1581.39,-892.52
-0.066,1573.88,-892.26
-0.065,1559.95,-890.44
-0.064,1542.05,-888.26
-0.064,1524.13,-888.47
-0.063,1506.85,-885.09
-0.062,1493.81,-883.46
-0.062,1486.84,-884.08
-0.061,1483.52,-887.89
-0.06,1483.49,-891.66
-0.06,1480.73,-894.03
-0.059,1477.31,-895.93
-0.058,1468.32,-893.82
-0.057,1453.01,-894.76
-0.057,1434.47,-894.18
-0.056,1416.46,-889.69
-0.055,1397.09,-886.62
-0.055,1382.75,-885.08
-0.054,1371,-887.44
-0.053,1364.83,-889.64
-0.052,1360.01,-893.55
-0.052,1355.8,-897.66
-0.051,1348.19,-900.24
-0.05,1339.27,-901.22
-0.05,1326.14,-899.54
-0.049,1306.69,-896.47
-0.049,1286.69,-894.15
-0.048,1268.14,-889.39
-0.047,1251.02,-887
-0.046,1237.82,-886.42
-0.046,1227.54,-889.38
-0.045,1219.95,-892.05
-0.044,1213.71,-895.78
-0.044,1204.73,-898.86
-0.043,1192.25,-900.36
-0.042,1178.39,-900.06
-0.041,1159.76,-897.64
-0.041,1139.76,-895.42
-0.04,1119.69,-893.97
-0.039,1101.82,-891.01
-0.039,1086.63,-888.52
-0.038,1073.63,-891.5
-0.037,1061.79,-894.52
-0.036,1052.17,-900.76
-0.036,1040.39,-906.02
-0.035,1027.23,-906.12
-0.034,1012.87,-906.72
-0.034,995.59,-904.02
-0.033,973.5,-902.25
-0.032,954.89,-899.21
-0.031,933.41,-893.02
-0.031,916.32,-892.8
-0.03,900.53,-894.79
-0.029,885.22,-896.88
-0.029,872.12,-903.5
-0.028,858.27,-905.98
-0.027,843.8,-906.88
-0.026,827.86,-908.14
-0.026,809.92,-904.37
-0.025,789.93,-901.17
-0.024,767.21,-897.56
-0.024,745.18,-892.06
-0.023,723.75,-890.45
-0.022,707.31,-891.69
-0.022,691.34,-893.96
-0.021,675.48,-897.5
-0.021,659,-902.98
-0.02,643.03,-906.79
-0.019,623.68,-905.18
-0.019,602.28,-904.23
-0.018,579.54,-900.8
-0.017,556.07,-896.25
-0.017,534.1,-891.69
-0.016,511.21,-888.48
-0.015,490.68,-887.23
-0.015,472.03,-890.05
-0.014,452.76,-894.19
-0.013,432.69,-898.66
-0.012,411.99,-904.15
-0.011,388.54,-904.85
-0.011,363.65,-902.55
-0.01,335.25,-899.99
-0.009,307.75,-898.96
-0.008,280.06,-891.96
-0.008,253.26,-889.4
-0.007,228.47,-889.9
-0.006,207.15,-890.63
-0.005,182.93,-894.81
-0.005,159.45,-900.41
-0.004,136,-904.31
-0.003,107.72,-906.79
-0.003,80.74,-906.98
-0.002,52.36,-907.53
-0.002,24.16,-901.91
-0.001,-1.43,-898.91
0.001,-87.8,-1119.87
0.002,-111.21,-1123.18
0.002,-135.36,-1123.36
0.003,-160.89,-1128.55
0.003,-187.87,-1131.62
0.004,-216.13,-1134.86
0.005,-248.61,-1130.76
0.006,-279.66,-1130.63
0.007,-312.11,-1130.66
0.007,-345.2,-1125.13
0.008,-374.15,-1120.28
0.009,-400.99,-1116.31
0.01,-429.26,-1118.45
0.01,-454.84,-1120.32
0.011,-481.7,-1123.8
0.012,-512.09,-1129.85
0.013,-542.49,-1135.24
0.013,-574.28,-1135.41
0.014,-605.96,-1134.4
0.015,-637.74,-1134.36
0.016,-668.08,-1134.82
0.016,-699.81,-1131
0.017,-726.67,-1129.42
0.017,-751.53,-1124.5
0.018,-772.9,-1124.86
0.019,-794.28,-1128.26
0.019,-817.78,-1131.96
0.02,-839.84,-1130.99
0.021,-864.63,-1134.48
0.021,-890.2,-1132.42
0.022,-917.83,-1131.06
0.023,-944.75,-1131.43
0.023,-970.2,-1126.91
0.024,-992.97,-1122.91
0.025,-1013.67,-1122.47
0.025,-1031.54,-1119.94
0.026,-1048.81,-1121.48
0.027,-1067.41,-1124.56
0.028,-1086.74,-1126.81
0.028,-1106.69,-1125.67
0.029,-1131.52,-1125.75
0.03,-1156.37,-1125.51
0.03,-1182.64,-1122.82
0.031,-1208.17,-1124.05
0.032,-1233.04,-1122.69
0.032,-1253.66,-1121.88
0.033,-1269.55,-1120.68
0.034,-1285.42,-1123.04
0.035,-1299.82,-1122.82
0.035,-1314.28,-1124.09
0.036,-1335,-1124.06
0.037,-1356.39,-1121.29
0.038,-1381.25,-1119.08
0.038,-1406.13,-1119.35
0.039,-1429.58,-1117.87
0.04,-1451.6,-1113.3
0.04,-1467.46,-1108.99
0.041,-1481.86,-1108.25
0.042,-1491.58,-1108.78
0.042,-1501.12,-1108.3
0.043,-1514.96,-1108.3
0.044,-1530.82,-1106.91
0.044,-1548.07,-1106.01
0.045,-1569.42,-1104.15
0.046,-1590.16,-1103.1
0.046,-1612.27,-1103.09
0.047,-1629.48,-1100.8
0.048,-1644.72,-1095.09
0.048,-1652.16,-1092.62
0.049,-1661.13,-1092.07
0.05,-1668.02,-1092.15
0.05,-1678.33,-1094.18
0.051,-1692.1,-1092.27
0.052,-1710.82,-1090.12
0.053,-1730.06,-1092.46
0.053,-1750.8,-1089.91
0.054,-1772.88,-1089.12
0.055,-1790.13,-1087.34
0.056,-1804.61,-1085.01
0.057,-1813.53,-1081.81
0.057,-1818.3,-1079.37
0.058,-1821.69,-1080.33
0.059,-1831.39,-1077.71
0.059,-1844.48,-1078.32
0.06,-1861.05,-1078.58
0.061,-1879.01,-1077.12
0.061,-1898.3,-1079.34
0.062,-1914.91,-1078.67
0.062,-1931.41,-1078.17
0.063,-1942.43,-1073.74
0.064,-1949.34,-1070.51
0.065,-1950.01,-1065.84
0.065,-1952.02,-1063.58
0.066,-1956.85,-1064.1
0.066,-1964.41,-1063.37
0.067,-1976.12,-1061.61
0.068,-1990.73,-1064.14
0.069,-2005.85,-1065.6
0.069,-2023.15,-1069.09
0.07,-2039.77,-1070.43
0.071,-2054.21,-1073.15
0.072,-2065.2,-1071.67
0.072,-2071.39,-1073.07
0.073,-2076.18,-1072.47
0.074,-2083.15,-1074.64
0.074,-2092.07,-1077.45
0.075,-2104.5,-1076.63
0.076,-2117.58,-1079.02
0.076,-2135.61,-1082.5
0.077,-2153.59,-1084.89
0.078,-2172.95,-1089.54
0.079,-2189.57,-1092.51
0.079,-2199.19,-1091.95
0.08,-2205.39,-1091.59
0.081,-2205.38,-1088.31
0.082,-2207.38,-1090.47
0.082,-2211.47,-1089.51
0.083,-2220.43,-1091.72
0.084,-2230.12,-1092.75
0.084,-2243.27,-1094.56
0.085,-2257.81,-1095.61
0.086,-2274.4,-1098.42
0.086,-2288.87,-1099.11
0.087,-2296.44,-1096.95
0.088,-2299.84,-1097.95
0.088,-2299.82,-1094.54
0.089,-2300.52,-1093.81
0.09,-2305.26,-1092.98
0.091,-2310.79,-1093.25
0.091,-2321.16,-1093.5
0.092,-2331.54,-1093.48
0.093,-2346.78,-1097.46
0.093,-2362.7,-1097.1
0.094,-2375.83,-1101
0.095,-2385.46,-1098.58
0.095,-2386.77,-1093.9
0.096,-2386.73,-1093.26
0.097,-2385.34,-1091.98
0.098,-2387.37,-1091.17
0.098,-2392.88,-1090.77
0.099,-2400.42,-1092.4
0.1,-2410.15,-1090.73
0.1,-2421.17,-1093.33
0.101,-2434.39,-1096.24
0.102,-2446.12,-1097.44
0.102,-2453,-1098.11
0.103,-2455.74,-1094.69
0.104,-2455,-1093.93
0.104,-2452.92,-1089.49
0.105,-2454.2,-1089.09
0.106,-2458.39,-1089.49
0.106,-2465.97,-1088.04
0.107,-2472.85,-1090
0.108,-2482.57,-1090.11
0.109,-2493.65,-1095.57
0.109,-2506.11,-1099.38
0.11,-2515.07,-1098.02
0.111,-2519.2,-1094.83
0.111,-2518.39,-1090.81
0.112,-2515.7,-1089.96
0.113,-2516.31,-1088.56
0.113,-2518.45,-1089.59
0.114,-2519.7,-1087.1
0.115,-2523.22,-1090.08
0.116,-2526.69,-1092.18
0.116,-2533.63,-1094.05
0.117,-2542.65,-1096.54
0.118,-2549.56,-1097.77
0.119,-2553.74,-1097.06
0.119,-2550.92,-1097.87
0.12,-2548.72,-1095.32
0.12,-2550.11,-1091.89
0.121,-2553.55,-1090.61
0.122,-2555.61,-1087.39
0.123,-2555.57,-1087.63
0.123,-2554.97,-1090.24
0.124,-2555.64,-1091.98
0.125,-2557.07,-1096.29
0.125,-2561.91,-1096.2
0.126,-2563.32,-1100.88
0.127,-2562.62,-1096.77
0.128,-2563.3,-1097.06
0.128,-2566.7,-1094.74
0.129,-2570.81,-1095.92
0.13,-2575.64,-1093.01
0.13,-2578.39,-1093.65
0.131,-2579.76,-1095.17
0.132,-2580.5,-1096.63
0.132,-2586.1,-1103.53
0.133,-2593.68,-1104.78
0.134,-2602.02,-1107.13
0.135,-2606.79,-1104.61
0.135,-2606.79,-1106.55
0.136,-2607.41,-1102.19
0.137,-2613.59,-1100.18
0.137,-2619.08,-1097.38
0.138,-2623.24,-1095.08
0.139,-2622.52,-1098.42
0.139,-2623.28,-1098.11
0.14,-2625.33,-1102.54
0.141,-2633.03,-1106.48
0.142,-2639.22,-1109.19
0.142,-2639.9,-1111.3
0.143,-2636.37,-1106.7
0.144,-2634.99,-1104.41
0.144,-2637.04,-1101.74
0.145,-2641.15,-1097.12
0.146,-2643.9,-1096.14
0.146,-2643.19,-1097.43
0.147,-2641.22,-1097.56
0.148,-2639.17,-1101.49
0.148,-2638.47,-1104.33
0.149,-2639.87,-1106.37
0.15,-2639.19,-1108.49
0.151,-2635,-1107.4
0.151,-2633.62,-1105.32
0.152,-2631.51,-1100.93
0.153,-2634.94,-1098.07
0.153,-2635.62,-1095.17
0.154,-2633.54,-1095.6
0.155,-2630.1,-1097.12
0.155,-2631.53,-1098.77
0.156,-2634.34,-1104.24
0.157,-2640.56,-1107.9
0.158,-2644.74,-1110.94
0.158,-2641.95,-1107.52
0.159,-2639.15,-1104.64
0.16,-2639.8,-1101.02
0.16,-2641.88,-1100.77
0.161,-2646,-1097.32
0.162,-2645.98,-1096.7
0.162,-2643.94,-1098.13
0.163,-2641.88,-1102.58
0.164,-2640.54,-1105.99
0.164,-2644.67,-1110.91
0.165,-2647.51,-1113.96
0.166,-2646.07,-1113.76
0.167,-2646.75,-1113.61
0.167,-2648.83,-1108.09
0.168,-2653.63,-1105.81
0.169,-2657.15,-1104.36
0.169,-2654.97,-1102.57
0.17,-2650.13,-1103.85
0.171,-2647.38,-1107.49
0.171,-2646.04,-1108.34
0.172,-2648.16,-1113.55
0.173,-2653.7,-1118.12
0.174,-2649.57,-1120.63
0.174,-2646.85,-1121.37
0.175,-2643.38,-1118.8
0.176,-2642.63,-1114.81
0.176,-2644.65,-1111.79
0.177,-2643.92,-1108.62
0.178,-2641.88,-1108.29
0.179,-2639.13,-1111.59
0.179,-2637.06,-1109.56
0.18,-2638.51,-1116.32
0.18,-2638.54,-1119.72
0.181,-2635.15,-1122.3
0.182,-2626.16,-1121.2
0.183,-2619.21,-1117.55
0.183,-2615.69,-1113.37
0.184,-2614.3,-1112.57
0.185,-2614.91,-1108.08
0.186,-2615.63,-1108.62
0.186,-2614.24,-1110.75
0.187,-2612.91,-1112.62
0.188,-2613.72,-1115.39
0.188,-2615.81,-1120.51
0.189,-2614.41,-1124.16
0.19,-2608.23,-1127.53
0.19,-2599.28,-1126.1
0.191,-2590.95,-1122.32
0.192,-2589.46,-1119.11
0.192,-2592.91,-1115.5
0.193,-2596.34,-1113.44
0.194,-2599.13,-1111.6
0.195,-2603.22,-1113.39
0.195,-2608.88,-1114.94
0.196,-2613.67,-1117.88
0.197,-2614.44,-1120.48
0.197,-2606.85,-1121.61
0.198,-2598.5,-1123.95
0.199,-2594.37,-1119.69
0.199,-2592.93,-1115.01
0.2,-2595.61,-1113.53
0.201,-2599.07,-1110.88
0.202,-2600.48,-1108.66
0.202,-2597.73,-1111.55
0.203,-2594.96,-1112.43
0.203,-2595.66,-1113.87
0.204,-2596.4,-1117.77
0.204,-2594.3,-1121.34
0.205,-2584.61,-1125.34
0.205,-2581.85,-1123.53
0.205,-2585.32,-1120.54
0.205,-2592.32,-1117.01
0.205,-2597.73,-1111.1
0.205,-2600.46,-1105.94
0.206,-2599.71,-1106.04
0.214,-2598.33,-1108.6
0.214,-2601.19,-1116.16
0.213,-2602.61,-1119.04
0.213,-2600.61,-1123.95
0.213,-2599.94,-1123.01
0.213,-2598.47,-1120.22
0.213,-2599.8,-1114.52
0.213,-2603.2,-1110.65
0.213,-2604.62,-1107.09
0.213,-2605.31,-1106.02
0.213,-2607.42,-1108.61
0.213,-2606.77,-1113.31
0.212,-2607.48,-1114.1
0.213,-2610.97,-1117.55
0.212,-2609.62,-1122.98
0.212,-2603.4,-1122.63
0.212,-2599.84,-1119.99
0.212,-2598.35,-1117.92
0.211,-2601.07,-1114.24
0.211,-2607.22,-1109.45
0.211,-2609.99,-1107.34
0.21,-2611.42,-1109.41
0.209,-2613.48,-1112.01
0.209,-2615.64,-1114.91
0.208,-2617.76,-1119.57
0.207,-2619.88,-1123.98
0.207,-2615.71,-1126.39
0.206,-2612.34,-1125.15
0.205,-2609.5,-1121.01
0.204,-2608.1,-1117.16
0.203,-2607.31,-1115.19
0.202,-2606.69,-1110.37
