Slip Angle,Lateral Force,Normal Force
0.202,-2605.28,-1111.94
0.201,-2606.7,-1114.66
0.2,-2610.96,-1117.94
0.199,-2616.55,-1120.77
0.199,-2618.67,-1127.34
0.198,-2615.92,-1131.25
0.198,-2610.4,-1129.33
0.197,-2603.43,-1124.69
0.196,-2600.54,-1119.29
0.196,-2599.81,-1113.8
0.195,-2601.13,-1109.67
0.194,-2601.21,-1109.85
0.194,-2599.85,-1112.71
0.193,-2599.21,-1116.94
0.193,-2602.01,-1122.01
0.192,-2604.82,-1124.27
0.191,-2604.79,-1127.93
0.191,-2599.17,-1125.91
0.19,-2593.7,-1126.47
0.189,-2591.58,-1123.71
0.189,-2594.32,-1118.47
0.188,-2597.05,-1117.81
0.187,-2599.83,-1117.23
0.186,-2601.15,-1118.46
0.186,-2605.41,-1118.62
0.185,-2608.88,-1119.65
0.184,-2614.43,-1123.73
0.183,-2616.48,-1125.33
0.183,-2617.15,-1124.94
0.182,-2615.8,-1125.37
0.181,-2615.76,-1121.77
0.18,-2617.11,-1118.6
0.18,-2619.87,-1116.11
0.179,-2622.64,-1113.81
0.178,-2624.72,-1115.39
0.178,-2625.42,-1115.48
0.177,-2624.78,-1119.27
0.177,-2626.82,-1119.27
0.176,-2628.92,-1124.61
0.175,-2628.25,-1124.86
0.175,-2624.08,-1124.81
0.174,-2617.12,-1121.64
0.173,-2616.41,-1121.34
0.172,-2617.77,-1116.21
0.172,-2617.73,-1113.11
0.171,-2615.03,-1113.7
0.17,-2611.53,-1113.67
0.17,-2611.6,-1116.21
0.169,-2611.6,-1118.57
0.168,-2613.72,-1120.71
0.167,-2615.81,-1125.15
0.167,-2613.78,-1123.52
0.166,-2608.22,-1124.58
0.165,-2605.45,-1118.96
0.165,-2604.03,-1115.25
0.164,-2604.02,-1111.57
0.163,-2606.06,-1111.83
0.162,-2605.34,-1112.09
0.162,-2608.15,-1112.98
0.161,-2612.34,-1116.25
0.161,-2614.46,-1119.73
0.16,-2617.19,-1121.18
0.159,-2615.16,-1122.28
0.159,-2608.93,-1120.2
0.158,-2605.47,-1119.17
0.157,-2603.33,-1116.92
0.157,-2602.62,-1115.61
0.156,-2601.24,-1114.05
0.155,-2597.76,-1113.34
0.154,-2596.41,-1115.21
0.154,-2598.56,-1118.09
0.153,-2603.4,-1122.98
0.152,-2608.27,-1123.13
0.152,-2611.74,-1125.5
0.151,-2607.63,-1128.91
0.15,-2601.41,-1126.95
0.149,-2595.15,-1125.68
0.148,-2592.35,-1122.92
0.148,-2590.96,-1118.99
0.147,-2588.9,-1119.64
0.146,-2587.56,-1120.85
0.146,-2587.57,-1122.73
0.145,-2590.38,-1129.95
0.144,-2591.74,-1132.24
0.144,-2592.51,-1134.47
0.143,-2586.94,-1133.83
0.142,-2581.4,-1132.65
0.142,-2573.13,-1132.43
0.141,-2567.56,-1127.56
0.141,-2564.08,-1127.06
0.14,-2562.7,-1126.15
0.139,-2560.62,-1126.03
0.138,-2561.33,-1127.12
0.138,-2562.06,-1128.65
0.137,-2563.51,-1132.61
0.136,-2562.86,-1134.61
0.136,-2558.72,-1137.38
0.135,-2548.35,-1136.34
0.134,-2540.04,-1134.38
0.133,-2535.19,-1132.9
0.133,-2535.84,-1129.63
0.132,-2535.82,-1130.83
0.131,-2535.83,-1130.01
0.13,-2533.86,-1130.89
0.13,-2531.79,-1133.29
0.129,-2533.2,-1135.61
0.128,-2533.99,-1141.6
0.128,-2532.64,-1143.96
0.127,-2528.4,-1140.8
0.126,-2523.54,-1136.23
0.126,-2520.09,-1136.96
0.125,-2516.59,-1134.83
0.124,-2515.22,-1132.97
0.124,-2514.47,-1131.68
0.123,-2511.7,-1132.97
0.122,-2511.14,-1135.7
0.122,-2512.49,-1139.48
0.121,-2515.32,-1141.85
0.12,-2516.73,-1143.78
0.12,-2511.89,-1142.44
0.119,-2502.85,-1139.61
0.118,-2490.44,-1140.55
0.118,-2482.09,-1137.26
0.117,-2475.86,-1134.12
0.116,-2470.35,-1132.03
0.115,-2466.89,-1133.24
0.115,-2462.78,-1134.05
0.114,-2461.5,-1138.9
0.113,-2462.24,-1142.01
0.112,-2461.57,-1143.65
0.112,-2454.65,-1141.81
0.111,-2442.19,-1139.8
0.11,-2427.68,-1137.5
0.11,-2415.21,-1135.21
0.109,-2406.92,-1133.23
0.108,-2400.74,-1132.23
0.108,-2396.61,-1132.38
0.107,-2393.85,-1134.05
0.106,-2390.42,-1138.24
0.105,-2389.81,-1141.25
0.105,-2387.74,-1144.2
0.104,-2382.92,-1143.1
0.104,-2373.86,-1139.59
0.103,-2361.43,-1137.87
0.102,-2349.66,-1134.36
0.101,-2339.32,-1133.67
0.101,-2332.43,-1133.6
0.1,-2326.86,-1135.39
0.099,-2322.8,-1135.69
0.099,-2318.71,-1137.33
0.098,-2315.27,-1141.32
0.097,-2314.6,-1144.39
0.097,-2307.68,-1141.96
0.096,-2300.76,-1139.51
0.095,-2287.65,-1136.58
0.094,-2276.59,-1136.92
0.094,-2264.86,-1136.54
0.093,-2256.53,-1135.07
0.092,-2247.58,-1137.11
0.091,-2242.76,-1136.82
0.091,-2236.58,-1140.54
0.09,-2233.88,-1138.15
0.089,-2231.12,-1141.22
0.089,-2226.28,-1141.68
0.088,-2218.75,-1140.31
0.087,-2207.66,-1136.82
0.087,-2193.13,-1137.21
0.086,-2179.36,-1135.32
0.085,-2167.59,-1136.36
0.084,-2160.72,-1135.57
0.084,-2151.77,-1134.6
0.083,-2145.56,-1135.81
0.082,-2142.07,-1135.26
0.082,-2138.69,-1136.27
0.081,-2133.9,-1135.01
0.08,-2126.96,-1133.94
0.08,-2117.33,-1130.23
0.079,-2102.09,-1130.71
0.078,-2088.94,-1126.63
0.078,-2074.42,-1129.04
0.077,-2063.41,-1128.07
0.076,-2054.44,-1130.4
0.076,-2048.24,-1128.48
0.075,-2043.41,-1129.23
0.074,-2042.8,-1129.31
0.074,-2040.78,-1131.52
0.073,-2033.86,-1130.62
0.072,-2021.4,-1127.44
0.071,-2004.15,-1125.77
0.071,-1986.19,-1123.74
0.07,-1970.3,-1126.44
0.069,-1956.49,-1124.85
0.069,-1947.55,-1124.65
0.068,-1940.66,-1127.65
0.067,-1937.94,-1128.63
0.067,-1934.58,-1127.42
0.066,-1929.76,-1129.75
0.065,-1919.31,-1129.42
0.064,-1906.25,-1124.29
0.064,-1886.88,-1122.12
0.063,-1866.84,-1122.8
0.062,-1850.26,-1123.24
0.062,-1834.41,-1122.93
0.061,-1823.36,-1124.74
0.06,-1814.44,-1126.51
0.059,-1808.91,-1126.11
0.059,-1801.38,-1127.29
0.058,-1792.48,-1128.4
0.057,-1782.08,-1128.32
0.056,-1766.89,-1125.19
0.056,-1746.88,-1124.84
0.055,-1726.16,-1124.01
0.055,-1706.14,-1123.69
0.054,-1689.52,-1123.34
0.053,-1675.07,-1125.93
0.053,-1664.01,-1125.93
0.052,-1653.73,-1128.03
0.051,-1644.13,-1126.04
0.051,-1634.49,-1125.24
0.05,-1621.39,-1124.58
0.049,-1604.78,-1123.24
0.049,-1586.82,-1123.67
0.048,-1565.37,-1119.96
0.047,-1544.7,-1123.2
0.047,-1523.28,-1123.58
0.046,-1507.41,-1124.58
0.045,-1491.61,-1125.79
0.044,-1478.5,-1124.88
0.043,-1464.03,-1128.04
0.042,-1450.26,-1124.63
0.042,-1434.38,-1125
0.041,-1415.08,-1120.35
0.04,-1395.05,-1119.59
0.04,-1372.24,-1121.97
0.039,-1348.1,-1121.26
0.038,-1325.35,-1122.38
0.038,-1303.97,-1125.2
0.037,-1286.02,-1124.38
0.036,-1269.5,-1122.23
0.036,-1254.97,-1122.52
0.035,-1240.53,-1122.05
0.034,-1223.95,-1119.84
0.034,-1206.73,-1120.45
0.033,-1186.66,-1113.84
0.033,-1164.61,-1114.21
0.032,-1139.69,-1113.78
0.031,-1115.6,-1114.49
0.03,-1092.05,-1117.08
0.03,-1072.79,-1113.84
0.029,-1054.83,-1115.06
0.028,-1037.6,-1112.52
0.028,-1020.4,-1110.29
0.027,-1002.43,-1109.01
0.026,-982.42,-1106.94
0.025,-959.7,-1103.42
0.025,-932.73,-1101.78
0.024,-906.42,-1101.85
0.023,-878.87,-1102.25
0.022,-854.7,-1103.16
0.022,-831.27,-1103.84
0.021,-810.65,-1102.75
0.02,-789.86,-1098.25
0.019,-769.89,-1099.03
0.019,-749.25,-1094.62
0.018,-725.7,-1092.44
0.017,-698.74,-1091.74
0.017,-671.84,-1087.4
0.016,-645.7,-1090.81
0.015,-619.41,-1094
0.015,-593.89,-1095.99
0.014,-570.38,-1098.33
0.013,-549.14,-1098.29
0.013,-528.42,-1097.15
0.012,-507.06,-1094.72
0.011,-485.69,-1094.88
0.011,-461.48,-1089.85
0.01,-435.93,-1086.18
0.009,-409,-1084.19
0.009,-379.98,-1087.63
0.008,-350.99,-1089.5
0.007,-324.81,-1091.4
0.007,-297.93,-1092.93
0.006,-274.46,-1093.6
0.005,-249.65,-1092.06
0.005,-224.1,-1086.92
0.004,-197.87,-1083.02
0.003,-171.65,-1078.17
0.003,-141.88,-1074.36
0.002,-112.93,-1071.08
0.001,-81.81,-1072.18
0,-52.21,-1075.22
-0.001,-21.82,-1076.06
-0.001,6.43,-1080.36
-0.002,34.73,-1078.81
-0.003,64.37,-1076.55
-0.004,91.3,-1073.11
-0.005,121.03,-1069.09
-0.005,148.62,-1064.37
-0.006,178.25,-1060.79
-0.006,208.64,-1057.16
-0.007,240.45,-1058.41
-0.008,271.53,-1058.97
-0.009,303.23,-1063.35
-0.009,333.62,-1065.06
-0.01,363.89,-1065.29
-0.011,392.23,-1062.71
-0.011,419.82,-1059.38
-0.011,443.31,-1056.36
-0.012,466.74,-1054.91
-0.013,488.83,-1050.22
-0.013,515.02,-1048.54
-0.014,542.71,-1052.73
-0.014,570.99,-1055.52
-0.015,599.37,-1062.05
-0.016,628.97,-1063.37
-0.017,653.8,-1068.66
-0.017,679.31,-1067.14
-0.018,699.96,-1066.31
-0.019,721.3,-1062.62
-0.02,741.28,-1058.73
-0.021,764.7,-1056.15
-0.021,790.94,-1053.22
-0.022,820.01,-1058.1
-0.023,851.68,-1060.94
-0.024,883.46,-1069.89
-0.025,914.45,-1072.98
-0.025,942.11,-1078.69
-0.026,968.21,-1076.89
-0.027,989.64,-1075.44
-0.027,1007.55,-1071.16
-0.028,1027.5,-1066.32
-0.029,1045.52,-1064.88
-0.029,1066.22,-1061.95
-0.03,1090.36,-1064.44
-0.031,1117.32,-1067.48
-0.031,1142.82,-1072.42
-0.032,1167.62,-1074.64
-0.033,1191.81,-1078.56
-0.033,1210.4,-1077.64
-0.034,1226.25,-1075.05
-0.035,1238.68,-1075.39
-0.035,1249.06,-1072.88
-0.036,1262.16,-1063.55
-0.036,1278.07,-1062.35
-0.037,1297.38,-1060.54
-0.038,1320.11,-1062.53
-0.039,1344.27,-1065.81
-0.039,1370.53,-1071.72
-0.04,1393.93,-1071.11
-0.041,1411.89,-1074.1
-0.042,1427.72,-1073.68
-0.042,1440.81,-1070.86
-0.043,1449.83,-1068.25
-0.044,1460.21,-1065.43
-0.044,1472.59,-1061.57
-0.045,1489.87,-1059.99
-0.046,1509.23,-1059.86
-0.047,1534.01,-1064.37
-0.047,1556.86,-1069.15
-0.048,1579.6,-1070.55
-0.049,1598.18,-1071.63
-0.049,1613.37,-1070.32
-0.05,1622.34,-1068.89
-0.051,1629.21,-1068.51
-0.051,1634.71,-1061.96
-0.052,1643.02,-1059.36
-0.053,1654.78,-1055.28
-0.054,1671.33,-1057.68
-0.054,1693.39,-1060.88
-0.055,1716.85,-1064.33
-0.055,1738.96,-1067.35
-0.056,1757.57,-1072.23
-0.057,1771.4,-1070.93
-0.058,1781.01,-1069.06
-0.058,1785.81,-1063.77
-0.059,1789.99,-1061.01
-0.06,1793.34,-1058.52
-0.06,1800.98,-1057.36
-0.061,1814.12,-1059.43
-0.062,1833.44,-1061.66
-0.063,1857.59,-1066.58
-0.063,1879.67,-1067.87
-0.064,1901.06,-1069.13
-0.065,1914.88,-1069.79
-0.065,1923.06,-1067.7
-0.066,1925.19,-1066.51
-0.067,1923.02,-1062.61
-0.067,1923.04,-1058.04
-0.068,1927.95,-1060.57
-0.069,1940.35,-1058.55
-0.069,1960.35,-1063.06
-0.07,1982.44,-1064.02
-0.071,2005.94,-1069.97
-0.071,2026.66,-1070.01
-0.072,2039.04,-1069.26
-0.073,2043.83,-1070.61
-0.074,2045.16,-1068.9
-0.074,2039.56,-1065.83
-0.075,2037.56,-1063.65
-0.076,2040.33,-1062.02
-0.076,2047.92,-1060.27
-0.077,2066.54,-1062.8
-0.078,2089.37,-1068.81
-0.079,2112.14,-1070.9
-0.079,2131.5,-1071.65
-0.08,2143.83,-1073.34
-0.081,2147.24,-1071.19
-0.081,2145.85,-1070.28
-0.082,2139.64,-1071.42
-0.083,2136.89,-1067.69
-0.083,2135.45,-1064.21
-0.084,2141.67,-1063.57
-0.085,2154.86,-1064.99
-0.086,2176.25,-1066.95
-0.086,2197.64,-1073.32
-0.087,2216.96,-1075.44
-0.088,2228.69,-1075.95
-0.088,2232.79,-1076.48
-0.089,2232.03,-1074.53
-0.09,2225.86,-1072.8
-0.09,2218.94,-1071.66
-0.091,2216.16,-1065.9
-0.092,2220.31,-1066.33
-0.093,2232.72,-1064.9
-0.093,2252.69,-1067.19
-0.094,2274.92,-1071.87
-0.095,2292.81,-1071.75
-0.095,2305.23,-1071.99
-0.096,2310.05,-1073.15
-0.097,2307.99,-1070.08
-0.097,2301.75,-1071.28
-0.098,2294.82,-1069.35
-0.099,2291.37,-1066.6
-0.099,2292.02,-1064.31
-0.1,2301.04,-1064.37
-0.101,2318.95,-1068.66
-0.102,2341.77,-1070.69
-0.102,2363.2,-1069.91
-0.103,2377,-1072.64
-0.104,2383.23,-1072.45
-0.105,2382.52,-1075.41
-0.105,2375.58,-1071.83
-0.106,2367.28,-1071.62
-0.106,2360.32,-1066.62
-0.107,2358.16,-1066.1
-0.108,2365.79,-1066.1
-0.109,2380.34,-1068.64
-0.109,2403.84,-1071.82
-0.11,2426.64,-1075.3
-0.111,2444.61,-1075.69
-0.111,2452.16,-1073.6
-0.112,2450.78,-1074.29
-0.113,2443.13,-1070.48
-0.114,2432.08,-1070.39
-0.114,2423.04,-1069.39
-0.115,2420.36,-1068.42
-0.116,2423.04,-1068.48
-0.116,2436.91,-1069.52
-0.117,2455.54,-1071.68
-0.118,2475.68,-1071.86
-0.118,2490.78,-1073.21
-0.119,2498.33,-1071.6
-0.12,2496.34,-1071.15
-0.121,2489.34,-1072.43
-0.121,2479.04,-1069.72
-0.122,2465.88,-1066.84
-0.122,2456.12,-1064.03
-0.123,2456.2,-1063.26
-0.124,2463.85,-1066.14
-0.125,2481.07,-1066.98
-0.126,2501.16,-1068.72
-0.126,2519.05,-1070.65
-0.127,2528.03,-1067.74
-0.127,2528,-1071.42
-0.128,2523.11,-1071.85
-0.129,2512.78,-1072.55
-0.13,2501.68,-1070.5
-0.13,2490.62,-1067.37
-0.131,2487.84,-1066.79
-0.132,2492.76,-1066.86
-0.132,2507.95,-1069.27
-0.133,2527.99,-1072.07
-0.134,2545.17,-1075.38
-0.135,2555.61,-1077.5
-0.135,2559.02,-1078.47
-0.136,2552.79,-1078.65
-0.137,2544.42,-1077.72
-0.137,2533.32,-1077.82
-0.138,2523.71,-1072.4
-0.139,2518.88,-1071.95
-0.14,2520.28,-1072.35
-0.14,2532,-1074.84
-0.141,2548.58,-1078.59
-0.141,2566.54,-1083.1
-0.142,2579.62,-1080.32
-0.143,2585.17,-1080.6
-0.144,2582.39,-1081.9
-0.144,2574.84,-1083.44
-0.145,2563.71,-1080.8
-0.146,2553.39,-1080.14
-0.147,2546.49,-1076.02
-0.147,2545.75,-1079.52
-0.148,2551.98,-1079.84
-0.148,2569.28,-1081.92
-0.149,2588.57,-1084.66
-0.15,2605.14,-1084.05
-0.151,2614.82,-1085.15
-0.151,2616.12,-1084.24
-0.152,2609.9,-1083.06
-0.153,2598.88,-1082.59
-0.153,2585.82,-1080.21
-0.154,2571.94,-1076.62
-0.155,2567.12,-1074.68
-0.155,2570.54,-1075.69
-0.156,2583.02,-1079.41
-0.157,2601.67,-1084.18
-0.158,2619.62,-1086.67
-0.158,2633.43,-1086.42
-0.159,2636.11,-1086.92
-0.16,2631.3,-1089.67
-0.16,2622.33,-1086.87
-0.161,2609.87,-1087.7
-0.162,2599.49,-1083.38
-0.162,2592.55,-1081.35
-0.163,2591.87,-1080.24
-0.164,2603.66,-1085.05
-0.165,2620.24,-1088.68
-0.165,2638.15,-1089.4
-0.166,2651.29,-1088.13
-0.167,2654.82,-1089.66
-0.167,2651.91,-1088.55
-0.168,2646.43,-1089.44
-0.169,2633.25,-1087.71
-0.169,2620.84,-1085.91
-0.17,2609.83,-1084.94
-0.171,2604.98,-1083.07
-0.172,2611.9,-1084.51
-0.172,2623.65,-1086.1
-0.173,2640.25,-1089.22
-0.174,2652,-1091.24
-0.174,2656.12,-1088.53
-0.175,2652.65,-1090.86
-0.176,2645.08,-1088.63
-0.176,2632.58,-1088.46
-0.177,2619.47,-1086.62
-0.178,2607.07,-1082.61
-0.178,2600.19,-1081.47
-0.179,2603.64,-1082.27
-0.18,2613.25,-1084.44
-0.181,2626.45,-1085.5
-0.181,2636.84,-1088.52
-0.182,2642.96,-1087.93
-0.183,2641.63,-1089.77
-0.183,2635.4,-1087.06
-0.184,2625.02,-1087.68
-0.185,2613.95,-1085.1
-0.186,2602.27,-1084.62
-0.186,2594.62,-1082.7
-0.187,2593.22,-1081.17
-0.188,2598.74,-1083.59
-0.188,2611.22,-1089.11
-0.189,2622.31,-1090.22
-0.19,2628.48,-1091.82
-0.19,2629.85,-1090.37
-0.191,2627.08,-1094.78
-0.192,2620.81,-1093.49
-0.192,2611.83,-1090.65
-0.193,2600.1,-1087.87
-0.194,2591.13,-1085.66
-0.194,2584.96,-1085.89
-0.195,2587.04,-1086.33
-0.196,2596.67,-1088.97
-0.197,2609.09,-1092.02
-0.197,2620.2,-1096.42
-0.198,2627.06,-1095.14
-0.199,2626.35,-1094.54
-0.199,2621.52,-1095.28
-0.2,2611.2,-1093.85
-0.201,2600.09,-1090.53
-0.202,2586.97,-1088.19
-0.202,2577.33,-1089.9
-0.203,2574.57,-1089.64
-0.203,2582.15,-1092.87
-0.204,2596.66,-1097.96
-0.204,2611.2,-1104.97
-0.205,2620.79,-1106.39
-0.205,2622.13,-1106.86
-0.205,2618.58,-1103.84
-0.205,2614.38,-1101.64
-0.206,2610.22,-1100.94
-0.206,2604.72,-1096.24
-0.206,2600.61,-1094.36
-0.206,2599.26,-1095.42
-0.214,2607.66,-1101.18
-0.213,2618.71,-1104.64
-0.213,2625.57,-1106.28
-0.213,2629.04,-1106.73
-0.213,2628.28,-1107.19
-0.213,2624.84,-1106.98
-0.212,2620.71,-1107
-0.212,2612.51,-1102.08
-0.212,2601.46,-1100.42
-0.212,2591.06,-1099.03
-0.212,2586.88,-1101.66
-0.212,2593.08,-1104.05
-0.212,2605.57,-1107.51
-0.212,2617.32,-1109.47
-0.212,2625.54,-1109.19
-0.212,2627.61,-1107.49
-0.212,2624.83,-1108.19
-0.212,2619.97,-1105.86
-0.212,2611.72,-1105.08
-0.211,2601.33,-1102.94
-0.211,2591.64,-1101.51
-0.21,2587.46,-1103
-0.209,2592.3,-1100.72
-0.209,2603.37,-1102.67
-0.208,2617.2,-1103.57
-0.207,2626.89,-1104.62
-0.206,2633.15,-1105.82
-0.205,2632.52,-1103.99
-0.204,2627.69,-1103.2
-0.203,2619.46,-1101.61
-0.202,2606.33,-1096.9
-0.201,2593.27,-1095.17
-0.201,2582.21,-1093.28
-0.2,2580.18,-1096.99
-0.199,2585.67,-1100.39
-0.199,2597.41,-1101.63
-0.198,2609.12,-1102.8
-0.197,2618.83,-1102.45
-0.197,2622.97,-1102.66
-0.196,2620.23,-1097.36
-0.196,2609.83,-1096.12
-0.195,2597.44,-1094.67
-0.195,2582.14,-1089.57
-0.194,2569,-1090.83
-0.194,2564.18,-1093.47
-0.193,2570.32,-1091.79
-0.192,2586.26,-1097.88
-0.192,2604.93,-1099.98
-0.191,2619.45,-1097.64
-0.19,2627.09,-1098.21
-0.19,2624.99,-1098.27
-0.189,2616.71,-1096.14
-0.188,2602.21,-1093.41
-0.187,2584.9,-1093.93
-0.186,2572.43,-1095.04
-0.186,2565.54,-1093.91
-0.185,2572.51,-1094.42
-0.184,2586.34,-1095.7
-0.183,2602.94,-1098.74
-0.182,2616.82,-1096.63
-0.181,2624.36,-1096.61
-0.181,2622.38,-1097.74
-0.18,2614.69,-1099.4
-0.179,2601.55,-1098.21
-0.179,2586.36,-1097.61
-0.178,2573.16,-1093.63
-0.178,2566.26,-1093.19
-0.177,2571.85,-1094.1
-0.176,2584.97,-1093.66
-0.176,2602.27,-1098.34
-0.175,2615.42,-1097.61
-0.175,2622.28,-1099.96
-0.174,2620.88,-1101.13
-0.174,2612.61,-1100.74
-0.173,2600.82,-1101.17
-0.172,2587.59,-1099.83
-0.171,2574.49,-1096.83
-0.171,2568.98,-1096.13
-0.17,2570.4,-1098.37
-0.169,2580.08,-1099.24
-0.168,2595.96,-1100.39
-0.167,2609.13,-1102.8
-0.167,2616.71,-1101.61
-0.166,2616.03,-1100.32
-0.165,2607.77,-1101.39
-0.164,2596.69,-1099.93
-0.164,2585.66,-1100.73
-0.163,2571.83,-1097.35
-0.162,2562.85,-1096.47
-0.161,2557.35,-1099.24
-0.161,2561.51,-1102.02
-0.16,2573.95,-1104.85
-0.16,2587.1,-1106.74
-0.159,2598.08,-1106.32
-0.158,2602.21,-1106.44
-0.158,2598.07,-1106.26
-0.157,2590.44,-1108.71
-0.156,2580.78,-1105.25
-0.156,2568.33,-1105.44
-0.155,2559.37,-1102.44
-0.155,2555.28,-1103.21
-0.154,2558,-1103.77
-0.153,2569.74,-1104.95
-0.152,2582.2,-1109.35
-0.152,2594.55,-1110.02
-0.151,2600.08,-1111.06
-0.15,2598.71,-1113.48
-0.149,2590.39,-1111.66
-0.149,2579.4,-1111.08
-0.148,2564.14,-1108.78
-0.147,2552.49,-1106.91
-0.146,2541.44,-1106.5
-0.145,2540.73,-1105.99
-0.145,2546.97,-1108.98
-0.144,2558.73,-1112.2
-0.143,2571.83,-1113.25
-0.143,2578.79,-1113.35
-0.142,2578.78,-1112.77
-0.141,2571.12,-1113.32
-0.141,2559.43,-1114.15
-0.14,2544.92,-1111.11
-0.14,2530.44,-1109.27
-0.139,2517.28,-1106.22
-0.138,2513.19,-1108.35
-0.138,2515.9,-1109.76
-0.137,2528.34,-1112.12
-0.136,2540.79,-1114.21
-0.136,2549.79,-1114.47
-0.135,2551.11,-1114.77
-0.134,2546.27,-1114.69
-0.134,2535.26,-1114.99
-0.133,2520.05,-1114.45
-0.132,2502.75,-1110.6
-0.131,2488.27,-1112.31
-0.13,2481.35,-1111.99
-0.13,2480.71,-1111.03
-0.129,2489.67,-1113.28
-0.128,2501.48,-1117.23
-0.128,2513.22,-1118.64
-0.127,2516.71,-1120.25
-0.126,2510.44,-1117.01
-0.125,2499.36,-1118.63
-0.125,2484.19,-1119.43
-0.124,2466.89,-1117.1
-0.123,2451.07,-1114.98
-0.123,2441.39,-1113.14
-0.122,2438.59,-1115.76
-0.121,2445.54,-1121.29
-0.121,2455.19,-1122.12
-0.12,2465.55,-1123.57
-0.12,2471.08,-1124.21
-0.119,2469,-1122.83
-0.118,2458.6,-1122.32
-0.118,2442.05,-1121.73
-0.117,2423.38,-1119.98
-0.116,2406.13,-1119.27
-0.115,2390.92,-1119.07
-0.115,2386.11,-1120.11
-0.114,2386.16,-1126.45
-0.113,2393.7,-1124.55
-0.112,2401.4,-1129.52
-0.112,2406.21,-1129.65
-0.111,2404.15,-1128.29
-0.11,2394.49,-1126.06
-0.109,2378.59,-1126.77
-0.109,2359.22,-1125.16
-0.108,2340.61,-1120.68
-0.107,2324.06,-1120.03
-0.107,2315.07,-1120.8
-0.106,2313,-1123.51
-0.105,2317.85,-1128.23
-0.105,2324.82,-1129.19
-0.104,2330.38,-1130.84
-0.103,2328.33,-1131.03
-0.103,2319.29,-1129.06
-0.102,2305.52,-1129.86
-0.101,2286.85,-1127.15
-0.101,2266.76,-1123.71
-0.1,2251.61,-1122.61
-0.099,2239.84,-1124.1
-0.098,2238.44,-1124.61
-0.098,2242,-1129.16
-0.097,2249.62,-1131.88
-0.096,2255.84,-1131.07
-0.096,2257.21,-1134.27
-0.095,2249.57,-1131.56
-0.094,2235.79,-1130.23
-0.094,2217.82,-1128.27
-0.093,2198.54,-1126.69
-0.092,2181.88,-1124.08
-0.091,2168.13,-1123.16
-0.091,2165.43,-1124.17
-0.09,2166.13,-1125.04
-0.089,2171.68,-1129.08
-0.089,2176.51,-1130.71
-0.088,2176.47,-1130.19
-0.088,2170.32,-1131.8
-0.087,2156.51,-1131.84
-0.086,2137.86,-1130.5
-0.086,2118.5,-1126.3
-0.085,2100.55,-1122.82
-0.084,2086.75,-1121.93
-0.083,2079.85,-1120.97
-0.083,2078.55,-1122.24
-0.082,2080.64,-1126.54
-0.081,2082.71,-1128.12
-0.08,2082.75,-1130.6
-0.08,2076.47,-1129.85
-0.079,2063.37,-1130.34
-0.078,2047.44,-1124.04
-0.078,2027.4,-1122.72
-0.077,2008.85,-1120.82
-0.076,1993.67,-1118.46
-0.076,1982.69,-1117.77
-0.075,1980.62,-1117.03
-0.074,1978.58,-1125.21
-0.073,1978.54,-1124.75
-0.073,1977.19,-1127.93
-0.072,1970.25,-1128.21
-0.071,1957.8,-1128.31
-0.07,1941.95,-1126.27
-0.07,1924,-1124.49
-0.069,1906.06,-1119.88
-0.069,1889.52,-1117.82
-0.068,1876.42,-1116.34
-0.067,1867.49,-1118.18
-0.067,1861.97,-1120.53
-0.066,1859.16,-1125.87
-0.065,1855.1,-1126.37
-0.064,1848.81,-1128.48
-0.064,1837.13,-1130.56
-0.063,1823.32,-1128.44
-0.062,1804.65,-1125.53
-0.061,1784.64,-1121.61
-0.061,1765.38,-1115.81
-0.06,1748.14,-1113.85
-0.059,1735.03,-1116.99
-0.059,1727.47,-1122.73
-0.058,1720.5,-1126.23
-0.057,1713.65,-1133.03
-0.057,1706.02,-1134.9
-0.056,1695.03,-1134.55
-0.055,1679.11,-1133.09
-0.055,1659.06,-1128.98
-0.054,1637.67,-1125.67
-0.053,1614.87,-1121.19
-0.053,1597.69,-1120.94
-0.052,1583.21,-1119.49
-0.051,1572.19,-1125.05
-0.051,1562.53,-1127.56
-0.049,1552.84,-1131.56
-0.049,1542.46,-1133.57
-0.048,1528.69,-1134.91
-0.048,1512.79,-1133.82
-0.047,1491.4,-1130.41
-0.046,1470.01,-1128.04
-0.046,1447.98,-1123.01
-0.045,1427.28,-1121.09
-0.044,1408.59,-1120.67
-0.044,1394.16,-1123.86
-0.043,1382.38,-1127.84
-0.042,1372.76,-1137.8
-0.041,1360.35,-1140.7
-0.041,1345.87,-1142.5
-0.04,1327.19,-1140.18
-0.039,1305.11,-1136.8
-0.039,1280.95,-1135.33
-0.038,1256.1,-1129.69
-0.037,1233.34,-1128.29
-0.036,1214.01,-1125.7
-0.036,1196.8,-1127.31
-0.035,1181.66,-1133.54
-0.034,1167.15,-1138.93
-0.034,1151.29,-1141.34
-0.033,1134.04,-1144.34
-0.032,1112.59,-1144.64
-0.031,1089.15,-1141.45
-0.031,1064.29,-1137.88
-0.03,1038.74,-1130.49
-0.029,1016.01,-1126.77
-0.028,994.65,-1124.73
-0.028,976.04,-1125.42
-0.027,958.08,-1130.49
-0.026,941.57,-1135.53
-0.026,922.27,-1139.5
-0.025,901.55,-1145.35
-0.024,878.68,-1144.02
